Part Number,Description,Qty,Column1,Avg Cost
EL-04-2083,Hyper Plus 9.4kW A/C outdoor unit 1/4 + 5/8,1,ea,1014
EL-04-2084,gas refill refrigerant R134a 22kg,1,ea,849.86
EL-04-2085,gas cylinder identity R134a,2,ea,602.47
EL-04-2086,gas refill R22 refrigerant 22kg,0,ea,0
EL-04-2087,gas cylinder identity R22 22kg,0,ea,0
EL-04-2088,R32 Refrigerant - 5kg Cylinder,1,ea,305.9
EL-04-2089,Industrial CYL Fee Nitrogen-high purity,0,ea,0.56
EL-04-2090,Rental Kirby Cylinders R134A 22KG CYL UN3159-Cylinder S/N MH00801B,0,ea,1.92
EL-04-2091,Rental Kirby Cylinder R32 R32 5KG CYL UN3252-Cylinder S/N SH80553 Orig Order Ref: SO401486098 / INV41189835 / 3455 / Fan Barrel,0,ea,0.3
EL-04-2092,Kirby reclaim cylinder fee MED RECLAIM CYL-Cylinder S/N MH01302,0,ea,0.3
EL-04-2093,Insulation Tape 3x48MM 9.14M,1,ea,26.08
EL-04-2094,pair coil 1/4 & 5/8 20m lengths,1,ea,280.85
EL-04-2095,3/8 x 5/8 Pair coil 9.52 x 15.88,0,ea,257.4
EL-04-2096,Big Blu Micro Leak Detector (3.785 litre),1,ea,114.52
EL-04-2097,Viper - NYLOG Blue Gasket & Thread Sealant/lubricant suit HFC (30ml),1,ea,19.95
EL-04-2098,VIPER COIL CLEANER,0,ea,97
EL-04-2099,Nitro Bottle Swap,1,ea,69.09
EL-04-2100,Solder Bi-Flow Liquid Line Dryer 1/2,0,ea,0
EL-04-2101,Tube capilliary,0,ea,28.16
EL-04-2102,Copper pipe Hard Drawn 1/2,0,ea,33.64
EL-04-2103,Copper pipe Hard Drawn 3/8,0,ea,0
EL-04-2104,Flux Easiflow 250G,0,ea,13.46
EL-04-2105,Alcius receiver dryer universal fit,4,ea,17.25
EL-04-2106,cover plate PTO main to suit FAST 16spd gearbox,3,ea,18
EL-04-2107,machined disc tosuit O-ring seal PTO cover plate,3,ea,53
EL-04-2108,M3 x 20 socket head cap screw 12.9 ZINC,0,ea,0
EL-04-2109,M4 x 20 socket head cap screw 12.9 ZINC,85,ea,0.1
EL-04-2110,M4 x 25 socket head cap screw 12.9 ZINC,189,ea,0.12
EL-04-2111,M4 x 35 socket head cap screw 12.9 ZINC,148,ea,0.15
EL-04-2112,M5 x 16 socket head cap screw 12.9 ZINC,36,ea,0.01
EL-04-2113,M5 x 20 socket head cap screw 8.8 ZINC,144,ea,0.12
EL-04-2114,M5 x 25 socket head cap screw 12.9 ZINC,80,ea,0.14
EL-04-2115,M5 x 30 socket head cap screw 12.9 ZINC,100,ea,0.19
EL-04-2116,M5 x 40 socket head cap screw 12.9 ZINC,76,ea,0.18
EL-04-2117,M5 x 50 socket head cap screw 12.9 ZINC,158,ea,0.23
EL-04-2118,M5 x 55 socket head cap screw 12.9 ZINC,101,ea,0.54
EL-04-2119,M5 x 65 socket head cap screw 12.9 ZINC,6,ea,0.28
EL-04-2120,M6 x 12 socket head cap screw 12.9 ZINC,0,ea,0.14
EL-04-2121,M6 x 16 socket head cap screw 12.9 ZINC,535,ea,0.07
EL-04-2122,M6 x 20 socket head cap screw 12.9 ZINC,288,ea,0.17
EL-04-2123,M6 x 25 socket head cap screw 12.9 ZINC,0,ea,0.09
EL-04-2124,M6 x 30 socket head cap screw 12.9 ZINC,158,ea,0.13
EL-04-2125,M6 x 110 socket head cap screw 12.9 ZINC,1000,ea,0.01
EL-04-2126,M8 x 20 socket head cap screw 12.9 ZINC,202,ea,0.19
EL-04-2127,M8 x 25 socket head cap screw 12.9 ZINC,368,ea,0.15
EL-04-2128,M8 x 30 socket head cap screw 12.9 ZINC,272,ea,0.26
EL-04-2129,M10 x 20 socket head cap screw 12.9 ZINC,20,ea,0.51
EL-04-2130,M10 x 25 socket head cap screw 12.9 ZINC,332,ea,0.37
EL-04-2131,M10 x 30 socket head cap screw 12.9 ZINC,76,ea,0.54
EL-04-2132,M10 x 35 socket head cap screw 12.9 ZINC,1,ea,0.49
EL-04-2133,M10 x 40 socket head cap screw 12.9 ZINC,359,ea,0.52
EL-04-2134,M12 x 1.25Px50 socket head cap screw 12.9 ZINC,182,ea,1.35
EL-04-2135,M12 x 40 socket head cap screw 12.9 ZINC,468,ea,0.83
EL-04-2136,M12 x 45 socket head cap screw 12.9 ZINC,79,ea,0.75
EL-04-2137,M12 x 50 socket head cap screw 12.9 ZINC,146,ea,0.91
EL-04-2138,M12 x 55 socket head cap screw 12.9 ZINC,32,ea,0.94
EL-04-2139,M12 x 80 socket head cap screw 12.9 ZINC,33,ea,1.36
EL-04-2140,M12 x 110 socket head cap screw 12.9 ZINC,29,ea,1.77
EL-04-2141,M14 x 50 socket head cap screw 12.9 ZINC,275,ea,1.19
EL-04-2142,M14 x 80 socket head cap screw 12.9 ZINC,15,ea,4.46
EL-04-2143,M14 x 90 socket head cap screw 12.9 ZINC,77,ea,2.07
EL-04-2144,M14 x 100 socket head cap screw 12.9 ZINC,6,ea,2.79
EL-04-2145,M14 x 120 socket head cap screw 12.9 ZINC,14,ea,3.18
EL-04-2146,M16 x 50 socket head cap screw 12.9 ZINC,92,ea,1.68
EL-04-2147,M16 x 70 socket head cap screw 12.9 ZINC,93,ea,2.14
EL-04-2148,M16 x 80 socket head cap screw 12.9 ZINC,100,ea,2.49
EL-04-2149,7/16 UNC x 2 socket head cap screw 12.9B ZINC,64,ea,1.17
EL-04-2150,7/16 UNC x 2-1/2 socket head cap screw 12.9B ZINC,64,ea,1.43
EL-04-2151,M10 x 100 socket head cap screw 12.9 ZINC,6,ea,1.49
EL-04-2152,M4 x 16 socket head cap screw ZINC,300,ea,0.09
EL-04-2153,M6 x 40 socket head cap screw 12.9 ZINC,92,ea,0.2
EL-04-2154,M4 x 50 socket head cap screw Zinc,100,ea,0.22
EL-04-2155,M12 x 30 socket head cap screw 12.9 ZINC,78,ea,0.67
EL-04-2156,M12 x 65 socket head cap screw 12.9 ZINC,0,ea,0
EL-04-2157,M6 x 10 socket head cap screw 12.9 ZINC,96,ea,0.16
EL-04-2158,M6 x 50 socket head cap screw 12.9 ZINC,56,ea,0.16
EL-04-2159,M6 x 65 socket head cap screw 12.9 ZINC,175,ea,0.29
EL-04-2160,5/8 UNC x 150mm hex head,0,ea,0
EL-04-2161,M8 x 40 socket head cap screw 12.9 ZINC,0,ea,0
EL-04-2162,M12 x 35 socket head cap screw 12.9 ZINC,130,ea,0.62
EL-04-2163,M16 x 100 socket head cap screw 12.9 ZINC,68,ea,2.34
EL-04-2164,M20 x 90 socket head cap screw 12.9 ZINC,0,ea,4.03
EL-04-2165,M4 x 12 socket head cap screw ZINC,196,ea,0.07
EL-04-2166,screw hex head self-drill 10.24X22 suit Webasto heater,0,ea,0
EL-04-2167,M10 x 60 socket head cap screw 12.9 ZINC,0,ea,0
EL-04-2168,M12 x 60 socket head cap screw 12.9 ZINC,0,ea,0.78
EL-04-2169,M16 x 60 Socket Head Cap Screw 12.9 ZINC,100,ea,1.05
EL-04-2170,M14 x 40 Socket Head Cap Screw 12.9 ZINC,100,ea,0.54
EL-04-2171,M14 x 45 Socket Head Cap Screw 12.9 ZINC,100,ea,0.6
EL-04-2172,M4 x 40 countersunk socket head cap screw 4.6 ZINC,0,ea,0.21
EL-04-2173,M6 x 20 countersunk socket head cap screw ZINC,831,ea,0.11
EL-04-2174,M6 x 25 countersunk socket head cap screw ZINC,140,ea,0.16
EL-04-2175,M6 x 30 countersunk socket head cap screw ZINC,192,ea,0.17
EL-04-2176,M6 x 40 countersunk socket head cap screw ZINC,100,ea,0.26
EL-04-2177,M8 x 20 countersunk socket head cap screw ZINC,100,ea,0.22
EL-04-2178,M12 x 35 countersunk socket head cap screw ZINC,21,ea,0.63
EL-04-2179,M4 x 40 countersunk phillips head screw 4.6 ZINC,48,ea,0.07
EL-04-2180,M10 x 50 countersunk socket head cap screw ZINC,47,ea,0.8
EL-04-2181,M10 x 20 countersunk socket head cap screw ZINC,20,ea,0.33
EL-04-2182,M8 x 40 countersunk socket head cap screw ZINC,50,ea,0.36
EL-04-2183,M8 x 50 countersunk socket head cap screw ZINC,10,ea,0.27
EL-04-2184,M6 x 35 countersunk socket heap cap screw ZINC,188,ea,0.11
EL-04-2185,M8 x 25 countersunk socket heap cap screw ZINC,300,ea,0.23
EL-04-2186,M12 x 30 countersunk socket head cap screw ZINC,0,ea,0.47
EL-04-2187,M16 x 50 countersunk socket head cap screw ZINC,0,ea,1.28
EL-04-2188,M5 x 16 hex head bolt 8.8 ZINC,234,ea,0.03
EL-04-2189,M5 x 20 hex head bolt 8.8 ZINC,42,ea,0.08
EL-04-2190,M8 x 20 hex head bolt 8.8 ZINC,80,ea,0.11
EL-04-2191,M8 x 25 hex head bolt 8.8 GAL,0,ea,0.31
EL-04-2192,M8 x 40 hex head bolt 8.8 ZINC,210,ea,0.13
EL-04-2193,M8 x 50 hex head bolt GAL,50,ea,0.28
EL-04-2194,M10 x 20 hex head bolt 8.8 ZINC,550,ea,0.18
EL-04-2195,M10 x 25 hex head bolt 8.8 ZINC,248,ea,0.2
EL-04-2196,M10 x 25 hex head bolt 8.8 GAL,30,ea,0.4
EL-04-2197,M10 x 30 hex head bolt 8.8 ZINC,530,ea,0.17
EL-04-2198,M12 x 20 hex head bolt 8.8 ZINC,234,ea,0.19
EL-04-2199,M12 x 90 hex head bolt 8.8 ZINC,16,ea,1.85
EL-04-2200,M12 x 130 hex head bolt 8.8 ZINC,0,ea,0.83
EL-04-2201,M16 x 160 hex head bolt 8.8 ZINC,0,ea,6.6
EL-04-2202,M6 x 12 hex head bolt ZINC,199,ea,0.05
EL-04-2203,M20 x 110 hex head bolt ZINC,4,ea,2.28
EL-04-2204,M14 x 1.5 x 45 hex bolt 10.9 ZINC,21,ea,1.16
EL-04-2205,M10 x 40 hex head bolt 8.8 ZINC,103,ea,0.26
EL-04-2206,M8 x 30 hex head 8.8 GAL,250,ea,0.15
EL-04-2207,M6 x 65 hex head bolt 8.8 ZINC,50,ea,0.18
EL-04-2208,M8 x 60 hex head bolt 8.8 ZINC,31,ea,0.26
EL-04-2209,M16 x 90 hex head bolt 8.8 ZINC,0,ea,1.34
EL-04-2210,M6 x 16 hex head bolt 12.9 ZINC,0,ea,0.06
EL-04-2211,M20 x 80 hex head bolt 8.8 ZINC,140,ea,1.71
EL-04-2212,M14 x 80 hex head bolt 8.8 ZINC,54,ea,0.83
EL-04-2213,M12 x 25 hex head bolt 8.8 ZINC,230,ea,0.2
EL-04-2214,M20 x 55 hex head bolt 8.8 ZINC,150,ea,1.12
EL-04-2215,M4 x 10 button head cap screw  ZINC,100,ea,0.1
EL-04-2216,M5 x 10 button head cap screw ZINC,100,ea,0.03
EL-04-2217,M5 x 12 button head cap screw  ZINC,160,ea,0.08
EL-04-2218,M4 x 20 button head cap screw  ZINC,100,ea,0.07
EL-04-2219,M5 x 16 button head cap screw  ZINC,160,ea,0.1
EL-04-2220,M4 x 16 button head cap screw ZINC,300,ea,0.07
EL-04-2221,G5 UNC B/N ZNC 7/16 X 2,0,ea,2.62
EL-04-2222,G5 UNC B/N ZNC 7/16 X 2 1/2,0,ea,3.31
EL-04-2223,M4 nyloc nut ZINC,1180,ea,0.04
EL-04-2224,M5 nyloc nut CL.8 ZINC,530,ea,0.02
EL-04-2225,M6 nyloc nut CL.8 ZINC,6418,ea,0.02
EL-04-2226,M8 nyloc nut CL.8 ZINC,500,ea,0.05
EL-04-2227,M10 nyloc nut CL.8 ZINC,186,ea,0.08
EL-04-2228,M10 nyloc nut CL.10 ZINC,430,ea,0.19
EL-04-2229,M12 nyloc nut ZINC,175,ea,0.13
EL-04-2230,M14 nyloc nut ZINC,54,ea,0.48
EL-04-2231,M16 nyloc nut CL.10 ZINC,112,ea,0.66
EL-04-2232,M20 nyloc nut CL.10 ZINC,150,ea,0.95
EL-04-2233,M20 x 2.5 nyloc nut ZINC,0,ea,0.6
EL-04-2234,M5 weld nut CL.8 ZINC,0,ea,0.03
EL-04-2235,M12 weld nut CL.8 ZINC,24,ea,0.19
EL-04-2236,M16 weld nut CL.10 ZINC,215,ea,0.55
EL-04-2237,M8 weld nut CL.8 ZINC,0,ea,0
EL-04-2238,M12 nut CL.8 ZINC,178,ea,0.08
EL-04-2239,M10 flange nut CL.8 ZINC,676,ea,0.09
EL-04-2240,M12 flange nut 12.9 ZINC,170,ea,0.54
EL-04-2241,M12 flange nut CL.8 ZINC,971,ea,0.17
EL-04-2242,M14 flange nut CL.10 ZINC,100,ea,1.04
EL-04-2243,M16 flange nut CL.8 ZINC,161,ea,1.08
EL-04-2244,M4 rivnut ZINC,985,ea,0.05
EL-04-2245,M4 rivnut 3.3mm grip ZINC,244,ea,0.13
EL-04-2246,M5 rivnut thin ZINC,649,ea,0.06
EL-04-2247,M5 rivnut thin ALUM,0,ea,0.28
EL-04-2248,M5 rivnut ZINC,0,ea,0
EL-04-2249,M6 x 18 nut coupling ZINC,50,ea,0.16
EL-04-2250,M10 rivnuts ZINC,65,ea,0.5
EL-04-2251,M8 rivnut thin ZINC,897,ea,0.11
EL-04-2252,M8 rivnut ZINC,0,ea,0
EL-04-2253,M6 rivnut ZINC,100,ea,0.09
EL-04-2254,M8 spring strut nut GAL,70,ea,0.78
EL-04-2255,M8 x 1M all thread GAL,2,ea,2.54
EL-04-2256,25.4OD x 15.9 spring compression CS192,0,ea,5.72
EL-04-2257,M16 x 1M all thread ZINC,0,ea,16.8
EL-04-2258,M8 x 3M all thread ZINC,2,ea,9.05
EL-04-2259,M12 threaded rod 3m,3,ea,12.32
EL-04-2260,M8 threaded rod 1.2m,3,ea,6.2
EL-04-2261,M5 capnut ZINC,0,ea,0.17
EL-04-2262,M14 x 1.50p Fine Zinc C.8 Hex Standard Nuts,218,ea,0.57
EL-04-2263,"3/4"" UNC Imperial Nyloc Nut Grade 8 Zinc",2,ea,1.6
EL-04-2264,M4 flat washer CL.10 ZINC,612,ea,0.01
EL-04-2265,M5 flat washer ZINC,587,ea,0.01
EL-04-2266,M6 x 15 flat washer ZINC,0,ea,0.02
EL-04-2267,M8 flat washer ZINC,438,ea,0.03
EL-04-2268,M8 x 20 flat washer GAL,88,ea,0.04
EL-04-2269,M10 x 23 flat washer GAL,30,ea,0.08
EL-04-2270,M12 flat washer 12.9 ZINC,543,ea,0.12
EL-04-2271,M14 flat washer ZINC,150,ea,0.21
EL-04-2272,M14 flat washer 1/4 3/4 x NO 16 ZINC,120,ea,0.04
EL-04-2273,M16 flat washer CL.10 ZINC,217,ea,0.29
EL-04-2274,3/16 x 3/4 flat waher,220,ea,0.03
EL-04-2275,7/16 GR.8 flat washer  Y/ZINC,328,ea,0.09
EL-04-2276,M10 flat washer 12.9 ZINC,647,ea,0.05
EL-04-2277,M6 flat washer ZINC,999,ea,0.02
EL-04-2278,M20 flat washer 10.9 ZINC,200,ea,0.29
EL-04-2279,M8 flat washer CL.10 ZINC,1276,ea,0.03
EL-04-2280,M4 spring washer ZINC,720,ea,0.01
EL-04-2281,M4 spring washer 1.2x1.2 ZINC,470,ea,0.01
EL-04-2282,M5 spring washer 1.6x1.6 ZINC,197,ea,0.01
EL-04-2283,M5 spring washer 1.8x1.8 ZINC,0,ea,0.02
EL-04-2284,M6 spring washer 2x2 ZINC,1072,ea,0.07
EL-04-2285,M8 spring washer 2.4x2.4 ZINC,462,ea,0.03
EL-04-2286,M8 spring washer 3.0x2.4 GAL,8,ea,0.11
EL-04-2287,M10 spring washer 3.2x3.2 ZINC,75,ea,0.05
EL-04-2288,M12 spring washer 4.0x2.5 ZINC,16,ea,0.1
EL-04-2289,M12 spring washer 4.8x4.8 ZINC,108,ea,0.31
EL-04-2290,M5 serrated safety washer,0,ea,0.13
EL-04-2291,stauff shell twin clamp 26.9mm,250,ea,2.81
EL-04-2292,"shell, twin clamp, 21.3mm",236,ea,2.07
EL-04-2293,76.1 PP PIPE SADDLE,3,ea,5.23
EL-04-2294,bolt hex head M8x50 suit 26.9mm shell,228,ea,0.63
EL-04-2295,bolt hex head M8x45mm,134,ea,0.63
EL-04-2296,stauff cover plate twin clamp suit 26.9mm,200,ea,1.34
EL-04-2297,stauff cover plate twin clamp suit 21.3mm shell,84,ea,1.22
EL-04-2298,stauff safety locking plate suit M8 stacking bolt,100,ea,0.54
EL-04-2299,stauff stacking bolt M8x34 suit 26.9mm shell,150,ea,2.5
EL-04-2300,AF-3D-M-W3 Stacking Bolt M8x29,50,ea,2.12
EL-04-2301,U-BOLT ROUND STEEL 65MM NB PLATED C/W NUTS,3,ea,14.51
EL-04-2302,stauff weld plate twin clamp suit 26.9mm shell,225,ea,3.07
EL-04-2303,"weld plate, twin clamp, suit 21.3mm shell",184,ea,2.84
EL-04-2304,M4 x 12 socket head cap screw 304SS,0,ea,7.38
EL-04-2305,M5 x 16 button socket screw 304SS,0,ea,0.07
EL-04-2306,M6 flat washer 304SS,560,ea,0.01
EL-04-2307,M10 flat waher 304SS,200,ea,0.04
EL-04-2308,M5 nutsert 304SS,300,ea,0.41
EL-04-2309,M10 304SS ROOT (WELD) NUTS,50,ea,1.02
EL-04-2310,Countersink 3 flute tapper 6pce,0,ea,80
EL-04-2311,Drill Set 8pc 13-25mm HSS,1,ea,160
EL-04-2312,3.0MM JOBBER DRILL PACK 10PCE,1,ea,10.91
EL-04-2313,5.0MM JOBBER DRILL PACK 10PCE,1,ea,17.27
EL-04-2314,8.0MM JOBBER DRILL PACK 5PCE,1,ea,18.18
EL-04-2315,8.5MM JOBBER DRILL PACK 5PCE,1,ea,20
EL-04-2316,tool countersink bit 30mm suit mag base drill,1,ea,59
EL-04-2317,toggle clamp vertical 100kg,0,ea,21.45
EL-04-2318,Insert Carbide set suit L0077,1,ea,90
EL-04-2319,End Mill 6mm Short,2,ea,11
EL-04-2320,End Mill 10mm Short Series,1,ea,16.5
EL-04-2321,End Mill 12mm Short Series,1,ea,17.5
EL-04-2322,M6 x 1.0mm HSS Spiral Point Tap (Gun Tap) Metric Coarse Pitch,6,ea,14.06
EL-04-2323,M8 x 1.25mm HSS Spiral Point Tap (Gun Tap) Metric Coarse Pitch,3,ea,14.84
EL-04-2324,"AIR BRAKE TUBE1/4"" BLACK PR MT",10,ea,3.08
EL-04-2325,"AIR BRAKE TUBE 3/8"" SAE J844 0.251 ID",0,ea,7.26
EL-04-2326,"AIR BRAKE TUBE 1/2"" SAE J844 0.376 ID",0,ea,7.26
EL-04-2327,12mm Nylon Brake Hose Tube,0,ea,6.15
EL-04-2328,Air Tank Drain Valve,0,ea,18.79
EL-04-2329,valve Williams pressure protection 70 PSI,0,ea,63.15
EL-04-2330,filter cartridge suit SKF Turbo 200 air dryer,1,ea,77.27
EL-04-2331,"TEE PIECE 3/8"" NYLON",1,ea,23.78
EL-04-2332,"5/8"" NYLON X 1/2""NPT PUSH/FIT STRAIGHT",0,ea,16.57
EL-04-2333,Elbow Swivel 1/2 NPT X 1/2 Nylon,0,ea,23.64
EL-04-2334,PTC 5/8x3/8 NPT Swivel Elbow,0,ea,29.1
EL-04-2335,"ELBOW 90 DEGREE PUSH CONNECT 1/4"" X 1/8"" BSP",0,ea,16.14
EL-04-2336,3/8” NPT Plug,1,ea,2.61
EL-04-2337,"TEE 1/4"" NPT FEMALE",0,ea,7.98
EL-04-2338,12mm Brass Q/C Union Joiner,2,ea,15.6
EL-04-2339,Castrol Labcheck Kit,2,ea,54.71
EL-04-2340,SAMPLE KIT OIL,0,ea,48.95
EL-04-2341,filter air donaldson powercore PSD10 suit Gardner-Denver blower,1,ea,113.94
EL-04-2342,Narva Reflect C 94X44 ADHES BL 2,0,ea,11.11
EL-04-2343,Narva 9-33V MDL 16 3LED LIC BLK 0.5M,0,ea,32.08
EL-04-2344,Narva 12V R/Indicator Lamp Kit,0,ea,66.86
EL-04-2345,hendrickson torque rod bush,6,ea,67.17
EL-04-2346,rubber grommet front cab mount,0,ea,20.46
EL-04-2347,marker plate rear red/yellow LHS,0,ea,21.13
EL-04-2348,marker plate rear red/yellow RHS,1,ea,21.13
EL-04-2349,latch bonnet rubber,6,ea,10.59
EL-04-2350,pinchweld seal side bulb suit acetal plug housing,101,ea,5.05
EL-04-2351,Pinchweld Edge Protection Grip1.5-4MM,200,ea,4.8
EL-04-2352,TANK ALU 170L 636X706X450 S/GAUGE,1,ea,550
EL-04-2353,"FITTING TAIL 90 1 1/4"" BSPP X 2""",1,ea,69.5
EL-04-2354,stud kit,1,ea,8.8
EL-04-2355,pump hydraulic B/A EOS 64CC CW,0,ea,1240
EL-04-2356,D240 VALVE MOUNTING KIT,1,ea,4.37
EL-04-2357,control lever in-cab combination PTO and hydraulic valve,1,ea,203
EL-04-2358,console module 33204X,1,ea,61
EL-04-2359,adaptor pneumattic push in 6mm x 1/4,5,ea,8.4
EL-04-2360,EASY FILTER LARGE 135 MM FLANGE UPTO 220L/min,3,ea,120.5
EL-04-2361,SIDE MOUNTING KIT 63/70 PROFILE 50mm STRAP,0,ea,380
EL-04-2362,D50/140/240 VALVE PLATE C/W FILTER ASSY,1,ea,189
EL-04-2363,"fitting bulkhead 1"" BSPP MALE X 1"" BSP MALE",2,ea,10.53
EL-04-2364,"valve hydraulic 240L/min 120BAR 1"" 6mm fittings DM240",1,ea,478
EL-04-2365,valve dual pressure 240L 150/250 bar pilot,0,ea,1317
EL-04-2366,FILTER 180L/min 10MIC CRANE/MOTOR,1,ea,214.5
EL-04-2367,fitting TEMA 100BSP FM QRC WITH LOCK RING,1,ea,104
EL-04-2368,"fitting TEMA 1"" DUST PLUG",1,ea,13.15
EL-04-2369,fitting TEMA 100BSP M QRC WITH LOCKING RING,1,ea,41.8
EL-04-2370,"fitting TEMA 1"" DUST CAP",1,ea,12.35
EL-04-2371,TANK KIT 200L 500 63/70 C/W FILLER BREATHER,0,ea,968
EL-04-2372,Metric Helicoil Thread Repair Kit M10 X 1.5,1,ea,61.29
EL-04-2373,Metric Helicoil Thread Repair Kit M6 X 1.0,2,ea,35.05
EL-04-2374,M8 x 30 countersunk socket head cap ZINC,142,ea,0.31
EL-04-2375,M20 flat washer 12.9 ZINC,200,ea,0.23
EL-04-2376,washer flat hardened zinc M20,66,ea,0.25
EL-04-2377,Mini GP Relay 4P 4CO 7A 12VDC 14Pin Flat,0,ea,28.75
EL-04-2378,steel flat bar 90 x 12 6m length,0,ea,224.95
EL-04-2379,Sine Wave Filter IP00 500V 5.9A 2.2kW,0,ea,567.84
EL-04-2380,nipple brass hex NPT 1/4 x 1/4,2,ea,1.82
EL-04-2381,plug hex head 3/4,6,ea,2.77
EL-04-2382,manifold,2,ea,32.37
EL-04-2383,pipe nipple brass 1/2 x 1/2 NPT,8,ea,4.97
EL-04-2384,Bush 1/4 F x 3/8 M,11,ea,1.48
EL-04-2385,"socket bulkhead 1/2""NPT",2,ea,12.12
EL-04-2386,plug brass hex 1/4NPT,19,ea,1.33
EL-04-2387,reducing bush 1/2 x 1/4,12,ea,3.36
EL-04-2388,plug socket head 1/4 NPT,1,ea,1.1
EL-04-2389,BUSH 3/8 F x 1/2 M,17,ea,2.79
EL-04-2390,Bush 1/8F X 1/4M,9,ea,1.23
EL-04-2391,pipe plug hex 1/8 NPT,19,ea,0.74
EL-04-2392,tee brass 1/4 NPT F,8,ea,6.12
EL-04-2393,pipe nipple 3/8 x 3/8,14,ea,2.48
EL-04-2394,reducing bush 3/4 x 1/2,8,ea,4.88
EL-04-2395,Hex Head Plug 3/8,15,ea,2.08
EL-04-2396,plug hex head 1/2,18,ea,2.34
EL-04-2397,socket plug 3/4 NPT,7,ea,10.77
EL-04-2398,"ball valve 1/2""NPTF x 1/2""NPTM",2,ea,11.66
EL-04-2399,"Wabco 12"" Tank Braket",0,ea,13.87
EL-04-2400,anchor tee 3/8,13,ea,17.41
EL-04-2401,valve quick release QR1 style,1,ea,25.68
EL-04-2402,switch brake light air actuated,11,ea,23.26
EL-04-2403,valve pressure reducing RV1 110PSI,4,ea,34.1
EL-04-2404,double check valve - DC4 1/2,2,ea,26.45
EL-04-2405,Safety Check ST4 Style,2,ea,50.48
EL-04-2406,"Check Valve SC3 Style 1/2""",10,ea,38.53
EL-04-2407,"valve check SC3 1/4""F inlet x 1/4""M outlet",4,ea,28.57
EL-04-2408,suzi coil pair 1/2NPT short tail,1,ea,50.4
EL-04-2409,"Suzi Coil Set 1/2""-40"" tail",1,ea,54
EL-04-2410,fitting test point M16 NPT x 3/8,4,ea,19.58
EL-04-2411,"fitting quick connect male x 1/2""NPTF",2,ea,4.52
EL-04-2412,"fitting quick connect female x 1/2""NPTF",2,ea,17.5
EL-04-2413,tee branch 1/4F x 1/4M,4,ea,6.45
EL-04-2414,OLIVE SHORT NUT 1/4,13,ea,0.28
EL-04-2415,OLIVE SHORT NUT 3/8,8,ea,0.38
EL-04-2416,OLIVE SHORT NUT 1/2,9,ea,0
EL-04-2417,OLIVE SHORT NUT 5/8,4,ea,0.83
EL-04-2418,INSERT SHORT NUT 1/4,12,ea,0
EL-04-2419,INSERT SHORT NUT 3/8,8,ea,0.5
EL-04-2420,"INSERT - SHORT NUT 1/2""",10,ea,0
EL-04-2421,INSERT SHORT NUT 5/8,4,ea,0
EL-04-2422,pipe socket brass 1/2 x 1/2 NPT,12,ea,6.92
EL-04-2423,pipe nipple brass 1/2 x 3/8 NPT,11,ea,4.96
EL-04-2424,fitting trailer air quick connect female dummy,1,ea,9.56
EL-04-2425,1/4 NYLON - BLACK (25)M,0,ea,27.14
EL-04-2426,1/4 Nylon - Black (50M),2,ea,49.74
EL-04-2427,5/16 nylon - black (100m),2,ea,152.41
EL-04-2428,3/8 Nylon - Black (50M),3,ea,117.49
EL-04-2429,1/2 Nylon - Black (50M),2,ea,138.58
EL-04-2430,tube nylon black 5/8 x 25M roll,1,ea,125.6
EL-04-2431,3/4 Nylon - Black 50M,1,ea,358.53
EL-04-2432,nylon air line 6mm x 50m roll,1,ea,47.99
EL-04-2433,nylon tube air brake black 10mm x 25m,1,ea,48.96
EL-04-2434,PTC tube plug 1/4,9,ea,0.69
EL-04-2435,PTC tube plug 1/2,9,ea,2.16
EL-04-2436,PTC straight union 5/8,21,ea,9.29
EL-04-2437,PTC straight union 1/4,10,ea,5.74
EL-04-2438,PTC straight union 3/8,27,ea,5.48
EL-04-2439,PTC straight union 1/2,15,ea,8.27
EL-04-2440,"fitting tee PTC 3/8"" x 3/8"" x 3/8""",12,ea,11.56
EL-04-2441,PTC straight 5/8 x 1/2M,16,ea,12.05
EL-04-2442,PTC straight 1/4 x 1/8M,9,ea,3.05
EL-04-2443,PTC straight 1/4 x 1/4M,19,ea,3.77
EL-04-2444,fitting PTC 3/8 tube x 1/4 NPT male,10,ea,4.78
EL-04-2445,PTC Connector 3/8 x 1/2 M,19,ea,8.04
EL-04-2446,PTC straight 1/2 x 1/4M,13,ea,7.78
EL-04-2447,PTC straight 1/2 x 3/8M,11,ea,7.41
EL-04-2448,PTC straight 1/2 x 1/2M,10,ea,10.5
EL-04-2449,PTC elbow 5/8 x 1/2M,15,ea,17.87
EL-04-2450,PTC elbow 1/4 x 1/4M,14,ea,6.17
EL-04-2451,PTC elbow 3/8 tube x 1/4NPT,9,ea,7.28
EL-04-2452,PTC elbow 3/8 x 3/8M,7,ea,6.73
EL-04-2453,PTC elbow 1/2 x 1/4M,12,ea,11.09
EL-04-2454,PTC Elbow 1/2x3/8M,10,ea,11.72
EL-04-2455,PTC elbow 1/2 x 1/2M,11,ea,13.78
EL-04-2456,tee branch female 1/8,5,ea,13.49
EL-04-2457,tee branch female 1/4,5,ea,22.18
EL-04-2458,PTC BULKHEAD UNION 5/8,8,ea,35.9
EL-04-2459,PTC BULKHEAD UNION 1/4,10,ea,10.53
