Part Number,Description,Qty,Column1,Avg Cost
EL-04-3239,330k Ohm 1 Watt Carbon Film Resistors - Pack of 2,0,ea,0.59
EL-04-3240,1M Ohm 1 Watt Carbon Film Resistors - Pack of 2,0,ea,0.59
EL-04-3241,1.5M Ohm 1 Watt Carbon Film Resistors - Pack of 2,0,ea,0.59
EL-04-3242,Penrite Rubber Grease 500g,0,ea,0
EL-04-3243,"3 PCE 1/4"" BSP Plug Kit",0,ea,25.45
EL-04-3244,downlight LED 160mm,0,ea,51.24
EL-04-3245,Sakura Pen-touch Paint Marker 1mm White,0,ea,3.42
EL-04-3246,5 Gallon Air Tank BSP,0,ea,144.55
EL-04-3247,Sunbeam PSU Connector Remover Tool,0,ea,30.86
EL-04-3248,terminal block suit rocker switch,6,ea,6.36
EL-04-3249,CAN relay module suit 24V,0,ea,438.9
EL-04-3250,Slotted Wiring Duct 40mm x 40mm 12pk,0,ea,103.33
EL-04-3251,Dymo SD91201 / 12mm x 4m Black on White x10,0,ea,46.66
EL-04-3252,steel angle 50 x 50 x 6 x 6000,2,ea,77.25
EL-04-3253,steel angle 75 x 75 x 3 x 6000,0,ea,0
EL-04-3254,steel angle 75 x 75 x 6 x 6000,1,ea,200.2
EL-04-3255,steel flat bar 32 x 6 x 6000,6,ea,33.23
EL-04-3256,steel mild flat bar 50mm x 25mm x 6m,1,ea,144.79
EL-04-3257,steel flat bar 50 x 6 x 6000,2,ea,47.41
EL-04-3258,steel flat bar 75mm x 6mm x 6m,2,ea,65.12
EL-04-3259,Streak Free Window 500 ml,0,ea,3.55
EL-04-3260,Shipping & Handling,0,ea,0
EL-04-3261,"reducer silicone rubber 90deg elbow 2"" to 1"" black",0,ea,8.19
EL-04-3262,Silica Gel 100% Blue 15kg,0,ea,234.18
EL-04-3263,63mm ID straight joiner - Black,0,ea,10.91
EL-04-3264,35mm - 25mm ID straight reducer - Black,0,ea,7.28
EL-04-3265,repair kit rubber cushion suit JSK37CW turntable,0,ea,367.3
EL-04-3266,"IP67 12V Chrome LED Bezel, Red",0,ea,7.23
EL-04-3267,"IP67 12V Chrome LED Bezel, Green",0,ea,7.23
EL-04-3268,Tubular Key Change Over Keyswitch,0,ea,15.41
EL-04-3269,bracket right angle s/steel 18mm,24,ea,15.58
EL-04-3270,bracket right angle s/steel 30mm,34,ea,19.2
EL-04-3271,battery Supercharge starting 12V N70ZZ,0,ea,0
EL-04-3272,"Spal pusher fan 12"" straight blade 12V (same as 30101505)",0,ea,162.63
EL-04-3273,10x38mm Class PV Fuse 1000VDC 30A,0,ea,14.54
EL-04-3274,MEDIUM PROFILE -PUSH,0,ea,232.17
EL-04-3275,acrylic panel clear 6mm CNC cut,0,ea,73.5
EL-04-3276,Missile Switch Protective Cover,0,ea,8.14
EL-04-3277,SPST 20A 12VDC Toggle Switch,0,ea,6.32
EL-04-3278,Powdercoating of 1xpair of Stairs,0,ea,500
EL-04-3279,Material & Freight Surcharge,0,ea,131.38
EL-04-3280,mount plate LHS suit T403 front c/member,0,ea,33.4
EL-04-3281,mount plate RHS suit T403 front c/member,0,ea,33.4
EL-04-3282,T403 facia suit danfoss screen & eaton shift controller,0,ea,45
EL-04-3283,mounting clamp suit eaton shift controller,0,ea,10
EL-04-3284,cover plate suit KW gear stick floor opening,5,ea,25.54
EL-04-3285,JCM mount plate rear LHS,0,ea,150.64
EL-04-3286,JCM mount plate rear RHS,0,ea,150.72
EL-04-3287,mounting plate suit E-stop or PTO switch box,3,ea,168.46
EL-04-3288,5MM PLATE,0,ea,2.91
EL-04-3289,acrylic panel white 6mm laser cut suit T403 cabin,0,ea,79
EL-04-3290,fascia plate suit CA blower control switch box,10,ea,12
EL-04-3291,mounting plate suit auto greaser bracket,3,ea,18.56
EL-04-3292,gusset plate suit auto greaser bracket,3,ea,7.25
EL-04-3293,base plate suit auto greaser bracket,7,ea,9.08
EL-04-3294,mounting plate suit air dryer bracket,4,ea,20.45
EL-04-3295,gusset plate suit air dryer bracket,3,ea,5.76
EL-04-3296,base plate suit air dryer bracket,8,ea,8.44
EL-04-3297,TOP STEP PLATE SUIT T403,1,ea,31.46
EL-04-3298,fan support end plate,0,ea,3
EL-04-3299,fan support end plate,0,ea,3
EL-04-3300,fan support end plate,0,ea,5
EL-04-3301,plate back suit Janus radiator mount bracket,0,ea,9.49
EL-04-3302,plate spacer suit Janus radiator mounting bracket,0,ea,20.23
EL-04-3303,plate gusset suit Janus radiator mounting bracket,0,ea,7.45
EL-04-3304,plate top suit Janus radiator mounting bracket,0,ea,10.63
EL-04-3305,crossmember front suit KW T409,0,ea,142.16
EL-04-3306,cross member front suit KW,0,ea,75.6
EL-04-3307,hanger bracket LHS suit T409 front crossmember,0,ea,154.69
EL-04-3308,hanger bracket RHS suit T409 front crossmember,0,ea,154.69
EL-04-3309,mounting plate JCM LHS suit KW T409,1,ea,347.55
EL-04-3310,mounting bracket JCM RHS suit KW T409,0,ea,347.55
EL-04-3311,mounting plate JCM RHS suit KW T409,0,ea,347.55
EL-04-3312,bracket hanger LHS suit KW crossmember,0,ea,68.54
EL-04-3313,bracket hanger RHS suit KW crossmember,0,ea,68.54
EL-04-3314,Epson Compatible Ink Bottle x8 [2BK+2C+2M+2Y],0,ea,47.65
EL-04-3315,clear acrylic panel suit T610,0,ea,98.18
EL-04-3316,laser cut plate suit T610 bonnet LHS,0,ea,122.5
EL-04-3317,clear acrylic panel suit T610,0,ea,98.18
EL-04-3318,laser cut plate suit T610 bonnet RHS,0,ea,122.5
EL-04-3319,KW T610 cab mount bracket,0,ea,76.32
EL-04-3320,screen housing fasia suit Danfoss VDU,4,ea,55
EL-04-3321,screen housing back plate suit Danfoss VDU,4,ea,6.11
EL-04-3322,screen housing mount plate,4,ea,14
EL-04-3323,screen housing mount flange,8,ea,6.75
EL-04-3324,Hinge cast truck body door 324(L) x 126(W) zinc plated,0,ea,23.63
EL-04-3325,P/Buttn Cntrl Stn 2G 1N.O-1N.C Poly Ligt/Drk Gry Cver/Grn&Rd,0,ea,120.62
EL-04-3326,Operator Legend Plate 60mm Dia Blk E-Stop F/XB4&XB5,0,ea,9.12
EL-04-3327,J-BOx Large,0,ea,2.5
EL-04-3328,20mm x 15mm reducing bush brass,0,ea,2.86
EL-04-3329,"bush brass reducing 1.5"" BSPM to 1"" BSPF",0,ea,13.89
EL-04-3330,Third Hand PCB Holder Tool with 4 Clips and Heavy Base,0,ea,0
EL-04-3331,Air compressor air filter,0,ea,13.64
EL-04-3332,milwaukee cordless soldering iron 12V,0,ea,180
EL-04-3333,Hikoki screwdriver kit 3.6V incl. 2 batteries DB3DL2,0,ea,208.14
EL-04-3334,Unimig electrodes suit viper PWGSC2504,0,ea,0
EL-04-3335,Black PVC Tape 10pk,0,ea,5.47
EL-04-3336,Unimig cutting tip PWGSC2520-09,0,ea,0
EL-04-3337,HOLEMAKER ROTA BROACH 14MM X 50MM,0,ea,73.64
EL-04-3338,Macnaught BP20-PH powerhead kit suit transfer pump,0,ea,298.18
EL-04-3339,Sia Abrasive sanding disc 125mm,0,ea,12.75
EL-04-3340,milwaukee battery 12V 2.5Ah,0,ea,89.09
EL-04-3341,Pack of clear lenses  Outer welding helmet,0,ea,4.5
EL-04-3342,Pack of clear lenses  Inner welding helmet  90x115mm,0,ea,4.5
EL-04-3343,milwaukee battery 12V 2.0Ah,0,ea,73
EL-04-3344,Maxisafe GPN228-10 Extra-Large Rippa Gripper Nitrile Coated Gloves,0,ea,2.18
EL-04-3345,Holemaker Motor Cover (as per quote 35200503),0,ea,45.18
EL-04-3346,32MM HOLE SAW BIT,0,ea,27.55
EL-04-3347,puma retractable air hose reel,5,ea,63.74
EL-04-3348,MILWAUKEE 48899399 3PCE METRIC STEP DRILL BIT SET,0,ea,147
EL-04-3349,ROTOR BROACH 40MM X 55MM L,0,ea,118.8
EL-04-3350,"Milwaukee 300mm (12"") SHOCKWAVE Magnetic Bit Tip Holder",0,ea,20.91
EL-04-3351,Chicago Air CGUN100 100mm Air Blow G,0,ea,7
EL-04-3352,step drill bit milwaukee 6-35mm,0,ea,82.69
EL-04-3353,THORZT SSSFMIX 50 x 600ml Sugar Free Solo Shot Pack - Mixed Flavours,0,ea,35.45
EL-04-3354,"Daytona D1410SS 1/4"" Drive 12 Point 10mm Metric Socket",0,ea,6.37
EL-04-3355,"Daytona D1450EB 1/4"" Drive 50mm Metric Extension Bar",0,ea,7.38
EL-04-3356,milwaukee 18V drill/driver kit,0,ea,459
EL-04-3357,ROTOR BROACH PIN,0,ea,56.5
EL-04-3358,Makita HG6530V 2000W 650°C Variable Heat Gun,0,ea,108.18
EL-04-3359,Holemaker AS1250 12mm x 50mm Silver Series Annular Cutter,0,ea,0
EL-04-3360,Knipex 1262180 180mm Automatic Self Adjusting Insulation Stripper,0,ea,81.77
EL-04-3361,Sidchrome SCMT70540 Automatic Centre Punch,0,ea,25.54
EL-04-3362,"Sidchrome X6H14M 3/4"" Drive INHEX 14mm Impact Metric Socket",0,ea,67.5
EL-04-3363,7/16'' x 14 TPI UNC M2 Tapered Hand Tap,0,ea,40.73
EL-04-3364,Daytona S148968 7/16'' x 14 TPI UNC M2 Intermediate Hand Tap,0,ea,27.64
EL-04-3365,7/16'' x 14 TPI UNC M2 Bottomed Hand Tap,0,ea,20.35
EL-04-3366,cabac hp3 terminal crimper,0,ea,264.14
EL-04-3367,Sparrow SRC260 260mm Ratcheting Cable Cutter,0,ea,113.27
EL-04-3368,Maxisafe GRB140-10 Extra Large Natural Full-Grain Rigger Gloves,0,ea,6
EL-04-3369,3M 50mm Scotch-Brite Roloc A CRS Surface Conditioning Disc (TR),0,ea,1.9
EL-04-3370,50MM MED SCOTCHBRITE ROLOC,0,ea,1.83
EL-04-3371,Makita D-67555 25pce 1-13mm HSS-G Metal Drill Bit Set,0,ea,118.27
EL-04-3372,"Makita DWR180Z 18V Li-ion LXT Cordless 1/4"" & 3/8"" Ratchet Wrench - Skin Only",0,ea,129.63
EL-04-3373,Loctite 243 (1311321) Medium Strength Threadlocker 50ml,2,ea,24.22
EL-04-3374,Loctite 577 Upgrade Thread Sealant 50ml,6,ea,23.94
EL-04-3375,18mm x 50mm Holemaker Rota Broach,0,ea,90
EL-04-3376,Mag Drill Cutters 14mmx55mm HSS M2 Long Series Annular Heavy Duty Cutters,1,ea,40.82
EL-04-3377,150mm Precision Side Cutters,0,ea,0
EL-04-3378,Yellow Reflective Adhesive Tape 50mm/5m,1,ea,39.9
EL-04-3379,12mm x 7m Black on White A45013,6,ea,3.78
EL-04-3380,36mm x45m Cross Weave Filament Tape,44,ea,15.7
EL-04-3381,4.7mm Brady Bulk White Labels,0,ea,602.63
EL-04-3382,3.2mm Brady Bulk White Labels,1202,ea,0.89
EL-04-3383,Brady Ribbon Cartridge replacement M71-R6600,1,ea,166.43
EL-04-3384,EV Tag Kit,40,ea,4
EL-04-3385,24mm x 3.2mm foam tape closed cell PVC soft,12,ea,48.04
EL-04-3386,Truck Kit - Labelling (as per OC:440063),20,ea,164.18
EL-04-3387,Battery Label Kit (Full Kits),1,ea,125
EL-04-3388,Battery Label Kit (No Prismatics),0,ea,0
EL-04-3389,identification plate JCM laser etched s/steel,16,ea,20
EL-04-3390,identification plate JSB laser etched s/steel,15,ea,30
EL-04-3391,identification plate JCMF etched s/steel,0,ea,0
EL-04-3392,Alum. Dust Cap Male,0,ea,59.6
EL-04-3393,20A Glass Fuse 10pk,0,ea,5.72
EL-04-3394,QIK-Shift 3 ATF 60 litres,0,ea,288.18
EL-04-3395,collect and deliver JBSV battery set as noted,0,ea,1800
EL-04-3396,collect and deliver JCCS charge station as noted,0,ea,700
EL-04-3397,oil transmission Synchron Multi MTF 75W80 20L suit Fast gearbox,0,ea,302.73
EL-04-3398,ALUM DUST CAP FEMALE,0,ea,55.71
EL-04-3399,fork tyne 2A120x40x1070 suit 2.5T machine,0,ea,375
EL-04-3400,twin PSA mack superliner,0,ea,4614.27
EL-04-3401,filter fan 550m3/hr 230VAC 325mm x 325mm,0,ea,325
EL-04-3402,paint marker medium bullet tip blue (4 pack),0,ea,20.82
EL-04-3403,paint marker medium bullet tip red,0,ea,20.82
EL-04-3404,paint marker medium bullet tip white (4 pack),0,ea,20.82
EL-04-3405,30kW charger power module,6,ea,1325.13
EL-04-3406,"SPAL thermo pusher fan 12"" straight 12V 1009CFM 8.2A",0,ea,227.41
EL-04-3407,SPAL thermofan 12V,0,ea,0
EL-04-3408,control module EBS suit Volvo FH16 JTC21,1,ea,1730.84
EL-04-3409,air dryer service kit suit Volvo FH16 JTC21,0,ea,180.5
EL-04-3410,Maxisafe EBR330e Texas Clear Safety Glasses,40,ea,1.69
EL-04-3411,Sonel Kelvin spike probe,0,ea,108
EL-04-3412,sonel kelvin spike probe (new version),0,ea,126
EL-04-3413,3.0mm Clear Heatshrink Tubing,20,ea,1.32
EL-04-3414,cable M12 right angle plug 4 pin (PUR inulation),0,ea,32.57
EL-04-3415,cable M12 right-angled plug 4 pin,0,ea,28.79
EL-04-3416,mount plate suit centre bearing WS4800,0,ea,75
EL-04-3417,mount plate cab damper LHS suit western star,0,ea,50
EL-04-3418,mount plate cab damper RHS suit western star,0,ea,50
EL-04-3419,compression plate suit LHS plummer block w/star,0,ea,70
EL-04-3420,switch rocker SPST custom etched TCS,3,ea,30
EL-04-3421,switch rocker SPST mom. custom etched ABS,3,ea,30.91
EL-04-3422,switch rocker DPDT custom etched,0,ea,31.82
EL-04-3423,gear position sensor PCB to suit digital sensors,0,ea,2.53
EL-04-3424,custom made printed circuit board,5,ea,46.97
EL-04-3425,custom made printed circuit board,5,ea,41.69
EL-04-3426,custom made printed circuit board,0,ea,41.96
EL-04-3427,custom made printed circuit board,10,ea,0.74
EL-04-3428,NO 3 1/4X1/8 MALE CONNECTOR,0,ea,3.72
EL-04-3429,NO 73 1/4X1/8 REDUCING NIPPLE,0,ea,3.48
EL-04-3430,3/8X1/4 QCAB NPT MALE CONNECT,0,ea,25.38
EL-04-3431,ASSEMBLY STD,0,hr,0
EL-04-3432,Service Call,0,hr,0
EL-04-3433,Service callout,0,hr,0
EL-04-3434,Service call,0,hr,0
EL-04-3435,VSD harness support,0,hr,0
EL-04-3436,Assembly Labour,0,hr,0
EL-04-3437,Testing Labour,0,hr,0
EL-04-3438,Brake Cleaner Fuchs Renoclean (20L),20,L,4.5
EL-04-3439,Coolant JANUS ELEC-COOL (1000L IBC),1000,L,3.35
EL-04-3440,Gear oil Fuchs Titan Cytrac MAT 75W-80 (205L),205,L,13.27
EL-04-3441,Diff oil Fuchs Titan Supergear 2360 85W-140 (205L),205,L,5
EL-04-3442,Hydraulic oil Fuchs Renolin B 68 + (205L),205,L,3.54
EL-04-3443,Auto Trans Fluid Fuchs Titan ATF D3 (205L),205,L,4.85
EL-04-3444,Blower oil Fuchs Renolin Unisyn OL 68 (20L),20,L,0
EL-04-3445,4MM 2 CORE +EARTH FLEXIBLE RUBBER CABLE 110DEG ORANGE,1,M,530
EL-04-3446,Cable SDI Flex 50mm (100m roll),2,M,12.64
EL-04-3447,Cable SDI Flex 1C 120mm 110deg Orange,12,M,33.9
EL-04-3448,1.5mm X 1200 Insertion Rubber 1 Ply,38,M,20.76
EL-04-3449,6mm 3C+E orange circular cable,12,M,5.3
EL-04-3450,2mm BLACK auto cable 500m OEX,1,M,88.83
EL-04-3451,2mm GREEN auto cable 100m OEX,200,M,0.17
EL-04-3452,2mm GREEN auto cable 500m OEX,0,M,0
EL-04-3453,2mm RED auto cable 500m OEX,0,M,0
EL-04-3454,2mm WHITE auto cable 500m OEX,0,M,85.94
EL-04-3455,2mm BLUE auto cable 100m OEX,2,M,16.55
EL-04-3456,2mm BLUE auto cable 500m OEX,0,M,0
EL-04-3457,2mm BROWN auto cable 100m OEX,107,M,2.69
EL-04-3458,2mm YELLOW auto cable 100m OEX,200,M,0.17
EL-04-3459,2mm YELLOW auto cable 500m OEX,0,M,0
EL-04-3460,2mm ORANGE auto cable 100m OEX,0,M,0
EL-04-3461,2mm ORANGE auto cable 500m OEX,0,M,0
EL-04-3462,2mm PINK auto cable 100m OEX,5,M,19.69
EL-04-3463,2mm PINK auto cable 500m OEX,0,M,0
EL-04-3464,2mm GREY auto cable 100m OEX,0,M,0
EL-04-3465,2mm VIOLET auto cable 100m OEX,15,M,20.19
EL-04-3466,2mm BLACK/WHITE auto cable 100m OEX,0,M,0.17
EL-04-3467,2mm RED/BLACK auto cable 100m OEX,0,M,0
EL-04-3468,2mm RED/BLACK auto cable 500m OEX,0,M,0
EL-04-3469,2mm BROWN/WHITE auto cable 100m OEX,0,M,0.6
EL-04-3470,2mm WHITE/BROWN auto cable 100m OEX,4,M,19.46
EL-04-3471,3mm BLACK auto cable 100m OEX,1,M,71
EL-04-3472,3mm GREEN auto cable 100m OEX,0,M,0
EL-04-3473,3mm WHITE auto cable 500m OEX,0,M,0
EL-04-3474,3mm BLUE auto cable 500m OEX,0,M,0
EL-04-3475,3mm BROWN auto cable 100m OEX,0,M,43.54
EL-04-3476,3mm YELLOW auto cable 100m OEX,0,M,0
EL-04-3477,3mm ORANGE auto cable 100m OEX,0,M,0
EL-04-3478,3mm PINK auto cable 100m OEX,0,M,0
EL-04-3479,3mm GREY auto cable 100m OEX,0,M,0
EL-04-3480,3mm VIOLET auto cable 100m OEX,0,M,0
EL-04-3481,4mm GREEN auto cable 100m OEX,0,M,0
EL-04-3482,4mm RED auto cable 100m OEX,6,M,59.04
EL-04-3483,4mm WHITE auto cable 500m OEX,0,M,0
EL-04-3484,4mm BLUE auto cable 100m OEX,0,M,0
EL-04-3485,4mm YELLOW auto cable 100m OEX,0,M,0
EL-04-3486,4mm PINK auto cable 100m OEX,0,M,0
EL-04-3487,4mm GREY auto cable 100m OEX,0,M,0
EL-04-3488,4mm VIOLET auto cable 100m OEX,0,M,0
EL-04-3489,5mm WHITE auto cable 100m OEX,0,M,0
EL-04-3490,5mm YELLOW auto cable 100m OEX,0,M,0
EL-04-3491,5mm PINK auto cable 100m OEX,0,M,0
EL-04-3492,5mm VIOLET auto cable 100m OEX,0,M,0
EL-04-3493,5mm VIOLET auto cable 500m OEX,0,M,0
EL-04-3494,2mm auto cable VIOLET (500m roll),499,M,0.17
EL-04-3495,2mm auto cable BROWN/WHITE 500m,499,M,0.17
EL-04-3496,2mm auto cable WHITE/BROWN 500m,0,M,0
EL-04-3497,4mm Flexible 1KV cable BLACK 100m,100,M,1.5
EL-04-3498,6mm Flexible 1KV cable GREEN/YELLOW 100m,100,M,2.05
EL-04-3499,6mm Flexible 1KV cable BROWN 100m,1,M,195
EL-04-3500,4mm 0.6/1kV BLACK Flexible Wire Single Insulated 100m,100000,M,0
EL-04-3501,4mm 0.6/1kV BLUE Flexible Wire Single Insulated 1 Core,10000,M,0.02
EL-04-3502,4mm 0.6/1kV RED Flexible Wire Single Insulated 1 Core,10000,M,0.02
EL-04-3503,4mm Flexible 1KV - GRN/YEL 100m,0,M,0
EL-04-3504,20mm ORANGE flex conduit 30M PVC,152,M,10.53
EL-04-3505,25mm ORANGE flex conduit 30M PVC,66,M,37.42
EL-04-3506,7mm split conduit 100M,1,M,61.42
EL-04-3507,5mm RED auto cable 500m OEX,0,M,0
EL-04-3508,cable shielded single core 50mm2 orange sheath 500m roll,427,M,15.03
EL-04-3509,cable shielded 4 core 1.5mm2 + 0.75mm2 red/white/blue/yellow&green,186,M,1.92
EL-04-3510,1.5mm 2 Core + Earth Orange Circular 100 Metres ELECTRA,0,M,0
EL-04-3511,cable earth green/yellow 25mm2,59,M,9.61
EL-04-3512,cable SDI flex 1C 95mm2 110deg orange,55,M,24.97
EL-04-3513,2.5mm 2 C+E Cable o/circular,0,M,2.25
EL-04-3514,6mm 4C+E orange circular cable,2,M,6.5
EL-04-3515,O-ring cord 3mm Nitrile,79,M,1.22
EL-04-3516,KA2TW200-BK-100 Twin Core 2mm 7/0 32 Black,200,M,0.61
EL-04-3517,3mm Cable GREEN 100mtrs,0,M,39.24
EL-04-3518,3mm Cable YELLOW 100mtrs,0,M,39.24
EL-04-3519,2 B&S Cable (Red) 30mtrs,2,M,316.06
EL-04-3520,2 B&S Cable (Black) 30mtrs,1,M,339.03
EL-04-3521,13mm split conduit 100M,0,M,0
EL-04-3522,000 B&S Cable (Red 85mm2) 10mtrs,0,M,243.29
EL-04-3523,000 B&S Cable (Black 85mm2) 10mtrs,0,M,285.32
EL-04-3524,0 B&S Battery Cable (Red 49mm) 30mtrs,1,M,460.61
EL-04-3525,0 B&S Battery Cable (Black 49mm) 30mtrs,1,M,446.95
EL-04-3526,20mm BLACK heatshrink tube thin wall unlined 20/10 4ft,45,M,5.41
EL-04-3527,20mm RED heatshrink tube thin wall unlined 20/10 4ft,18,M,4.54
EL-04-3528,20mm WHITE heatshrink tube thin wall unlined 4ft,0,M,4.23
EL-04-3529,4mm PVC spaghetti tubing (25mtr),25,M,0.17
EL-04-3530,5mm PVC spaghetti tubing (25mtr),50,M,0
EL-04-3531,6mm PVC spaghetti tubing (25mtr),3,M,17.69
EL-04-3532,8mm PVC spaghetti tubing (50mtr),50,M,0.38
EL-04-3533,10mm PVC spaghetti tubing (25mtr),2,M,5.38
EL-04-3534,12mm PVC spaghetti tubing (50mtr),100,M,5.45
EL-04-3535,16mm PVC spaghetti tubing (25mtr),35,M,31.84
EL-04-3536,19mm PVC spaghetti tubing (25mtr),1,M,56.77
EL-04-3537,25mm PVC spaghetti tubing (50mtr),25,M,5.8
EL-04-3538,30mm PVC spaghetti tubing (50mtr),0,M,221.14
EL-04-3539,6mm PVC spaghetti tubing (50mtr),0,M,0
EL-04-3540,5/8 heater hose,5,M,3.99
EL-04-3541,"AIR BRAKE TUBE 5/8"" 0.500"" ID",0,M,17.79
EL-04-3542,tube nylon 12mm ADR compliant,0,M,3.94
EL-04-3543,tube polyethylene 6mm blue (20M roll),19,M,0.88
EL-04-3544,tube polyethylene 10mm blue (20M roll),19,M,1.99
EL-04-3545,R2AT (2SN) 1/2 HOSE,0,M,42.34
EL-04-3546,R2AT (2SN) 3/4 HOSE,0,M,57.7
